combo,weight,ev
AdKdQh9s,1,0.12
AcKcQs9h,1,0.12
AcKcQs9d,1,0.12
AcKcQh9d,1,0.12
AcKcQh9s,1,0.12
AcKcQd9s,1,0.12
AcKcQd9h,1,0.12
AsKsQh8d,1,0.08
AsKsQh8c,1,0.08
AsKsQd8c,1,0.08
AsKsQd8h,1,0.08
AsKsQc8h,1,0.08
AsKsQc8d,1,0.08
AhKhQd8c,1,0.08
AhKhQd8s,1,0.08
AhKhQc8d,1,0.08
AhKhQc8s,1,0.08
AhKhQs8c,1,0.08
AhKhQs8d,1,0.08
AdKdQc8h,1,0.08
AdKdQc8s,1,0.08
AdKdQs8c,1,0.08
AdKdQs8h,1,0.08
AdKdQh8c,1,0.08
AdKdQh8s,1,0.08
AcKcQs8h,1,0.08
AcKcQs8d,1,0.08
AcKcQh8d,1,0.08
AcKcQh8s,1,0.08
AcKcQd8s,1,0.08
AcKcQd8h,1,0.08
AsKsQh7d,1,0.07
AsKsQh7c,1,0.07
AsKsQd7c,1,0.07
AsKsQd7h,1,0.07
AsKsQc7h,1,0.07
AsKsQc7d,1,0.07
AhKhQd7c,1,0.07
AhKhQd7s,1,0.07
AhKhQc7d,1,0.07
AhKhQc7s,1,0.07
AhKhQs7c,1,0.07
AhKhQs7d,1,0.07
AdKdQc7h,1,0.07
AdKdQc7s,1,0.07
AdKdQs7c,1,0.07
AdKdQs7h,1,0.07
AdKdQh7c,1,0.07
AdKdQh7s,1,0.07
AcKcQs7h,1,0.07
AcKcQs7d,1,0.07
AcKcQh7d,1,0.07
AcKcQh7s,1,0.07
AcKcQd7s,1,0.07
AcKcQd7h,1,0.07
AsKsQh6d,1,0.05
AsKsQh6c,1,0.05
AsKsQd6c,1,0.05
AsKsQd6h,1,0.05
AsKsQc6h,1,0.05
AsKsQc6d,1,0.05
AhKhQd6c,1,0.05
AhKhQd6s,1,0.05
AhKhQc6d,1,0.05
AhKhQc6s,1,0.05
AhKhQs6c,1,0.05
AhKhQs6d,1,0.05
AdKdQc6h,1,0.05
AdKdQc6s,1,0.05
AdKdQs6c,1,0.05
AdKdQs6h,1,0.05
AdKdQh6c,1,0.05
AdKdQh6s,1,0.05
AcKcQs6h,1,0.05
AcKcQs6d,1,0.05
AcKcQh6d,1,0.05
AcKcQh6s,1,0.05
AcKcQd6s,1,0.05
AcKcQd6h,1,0.05
AsKsQh5d,1,0.09
AsKsQh5c,1,0.09
AsKsQd5c,1,0.09
AsKsQd5h,1,0.09
AsKsQc5h,1,0.09
AsKsQc5d,1,0.09
AhKhQd5c,1,0.09
AhKhQd5s,1,0.09
AhKhQc5d,1,0.09
AhKhQc5s,1,0.09
AhKhQs5c,1,0.09
AhKhQs5d,1,0.09
AdKdQc5h,1,0.09
AdKdQc5s,1,0.09
AdKdQs5c,1,0.09
AdKdQs5h,1,0.09
AdKdQh5c,1,0.09
AdKdQh5s,1,0.09
AcKcQs5h,1,0.09
AcKcQs5d,1,0.09
AcKcQh5d,1,0.09
AcKcQh5s,1,0.09
AcKcQd5s,1,0.09
AcKcQd5h,1,0.09
AsKsQh4d,1,0.07
AsKsQh4c,1,0.07
AsKsQd4c,1,0.07
AsKsQd4h,1,0.07
AsKsQc4h,1,0.07
AsKsQc4d,1,0.07
AhKhQd4c,1,0.07
AhKhQd4s,1,0.07
AhKhQc4d,1,0.07
AhKhQc4s,1,0.07
AhKhQs4c,1,0.07
AhKhQs4d,1,0.07
AdKdQc4h,1,0.07
AdKdQc4s,1,0.07
AdKdQs4c,1,0.07
AdKdQs4h,1,0.07
AdKdQh4c,1,0.07
AdKdQh4s,1,0.07
AcKcQs4h,1,0.07
AcKcQs4d,1,0.07
AcKcQh4d,1,0.07
AcKcQh4s,1,0.07
AcKcQd4s,1,0.07
AcKcQd4h,1,0.07
AsKsQh3d,1,0.06
AsKsQh3c,1,0.06
AsKsQd3c,1,0.06
AsKsQd3h,1,0.06
AsKsQc3h,1,0.06
AsKsQc3d,1,0.06
AhKhQd3c,1,0.06
AhKhQd3s,1,0.06
AhKhQc3d,1,0.06
AhKhQc3s,1,0.06
AhKhQs3c,1,0.06
AhKhQs3d,1,0.06
AdKdQc3h,1,0.06
AdKdQc3s,1,0.06
AdKdQs3c,1,0.06
AdKdQs3h,1,0.06
AdKdQh3c,1,0.06
AdKdQh3s,1,0.06
AcKcQs3h,1,0.06
AcKcQs3d,1,0.06
AcKcQh3d,1,0.06
AcKcQh3s,1,0.06
AcKcQd3s,1,0.06
AcKcQd3h,1,0.06
AsKsQh2d,1,0.01
AsKsQh2c,1,0.01
AsKsQd2c,1,0.01
AsKsQd2h,1,0.01
AsKsQc2h,1,0.01
AsKsQc2d,1,0.01
AhKhQd2c,1,0.01
AhKhQd2s,1,0.01
AhKhQc2d,1,0.01
AhKhQc2s,1,0.01
AhKhQs2c,1,0.01
AhKhQs2d,1,0.01
AdKdQc2h,1,0.01
AdKdQc2s,1,0.01
AdKdQs2c,1,0.01
AdKdQs2h,1,0.01
AdKdQh2c,1,0.01
AdKdQh2s,1,0.01
AcKcQs2h,1,0.01
AcKcQs2d,1,0.01
AcKcQh2d,1,0.01
AcKcQh2s,1,0.01
AcKcQd2s,1,0.01
AcKcQd2h,1,0.01
AsKsJhTs,1,0.27
AsKsJdTs,1,0.27
AsKsJcTs,1,0.27
AhKhJdTh,1,0.27
AhKhJcTh,1,0.27
AhKhJsTh,1,0.27
AdKdJcTd,1,0.27
AdKdJsTd,1,0.27
AdKdJhTd,1,0.27
AcKcJsTc,1,0.27
AcKcJhTc,1,0.27
AcKcJdTc,1,0.27
AsKsJh9s,1,0.04
AsKsJd9s,1,0.04
AsKsJc9s,1,0.04
AhKhJd9h,1,0.04
AhKhJc9h,1,0.04
AhKhJs9h,1,0.04
AdKdJc9d,1,0.04
AdKdJs9d,1,0.04
AdKdJh9d,1,0.04
AcKcJs9c,1,0.04
AcKcJh9c,1,0.04
AcKcJd9c,1,0.04
AsKsJhTh,1,0.86
AsKsJdTd,1,0.86
AsKsJcTc,1,0.86
AhKhJdTd,1,0.86
AhKhJcTc,1,0.86
AhKhJsTs,1,0.86
AdKdJcTc,1,0.86
AdKdJsTs,1,0.86
AdKdJhTh,1,0.86
AcKcJsTs,1,0.86
AcKcJhTh,1,0.86
AcKcJdTd,1,0.86
AsKsJh9h,1,0.42
AsKsJd9d,1,0.42
AsKsJc9c,1,0.42
AhKhJd9d,1,0.42
AhKhJc9c,1,0.42
AhKhJs9s,1,0.42
AdKdJc9c,1,0.42
AdKdJs9s,1,0.42
AdKdJh9h,1,0.42
AcKcJs9s,1,0.42
AcKcJh9h,1,0.42
AcKcJd9d,1,0.42
AsKsJh8h,1,0.31
AsKsJd8d,1,0.31
AsKsJc8c,1,0.31
AhKhJd8d,1,0.31
AhKhJc8c,1,0.31
AhKhJs8s,1,0.31
AdKdJc8c,1,0.31
AdKdJs8s,1,0.31
AdKdJh8h,1,0.31
AcKcJs8s,1,0.31
AcKcJh8h,1,0.31
AcKcJd8d,1,0.31
AsKsJh7h,1,0.25
AsKsJd7d,1,0.25
AsKsJc7c,1,0.25
AhKhJd7d,1,0.25
AhKhJc7c,1,0.25
AhKhJs7s,1,0.25
AdKdJc7c,1,0.25
AdKdJs7s,1,0.25
AdKdJh7h,1,0.25
AcKcJs7s,1,0.25
AcKcJh7h,1,0.25
AcKcJd7d,1,0.25
AsKsJh6h,1,0.16
AsKsJd6d,1,0.16
AsKsJc6c,1,0.16
AhKhJd6d,1,0.16
AhKhJc6c,1,0.16
AhKhJs6s,1,0.16
AdKdJc6c,1,0.16
AdKdJs6s,1,0.16
AdKdJh6h,1,0.16
AcKcJs6s,1,0.16
AcKcJh6h,1,0.16
AcKcJd6d,1,0.16
AsKsJh5h,1,0.29
AsKsJd5d,1,0.29
AsKsJc5c,1,0.29
AhKhJd5d,1,0.29
AhKhJc5c,1,0.29
AhKhJs5s,1,0.29
AdKdJc5c,1,0.29
AdKdJs5s,1,0.29
AdKdJh5h,1,0.29
AcKcJs5s,1,0.29
AcKcJh5h,1,0.29
AcKcJd5d,1,0.29
AsKsJh4h,1,0.29
AsKsJd4d,1,0.29
AsKsJc4c,1,0.29
AhKhJd4d,1,0.29
AhKhJc4c,1,0.29
AhKhJs4s,1,0.29
AdKdJc4c,1,0.29
AdKdJs4s,1,0.29
AdKdJh4h,1,0.29
AcKcJs4s,1,0.29
AcKcJh4h,1,0.29
AcKcJd4d,1,0.29
AsKsJh3h,1,0.28
AsKsJd3d,1,0.28
AsKsJc3c,1,0.28
AhKhJd3d,1,0.28
AhKhJc3c,1,0.28
AhKhJs3s,1,0.28
AdKdJc3c,1,0.28
AdKdJs3s,1,0.28
AdKdJh3h,1,0.28
AcKcJs3s,1,0.28
AcKcJh3h,1,0.28
AcKcJd3d,1,0.28
AsKsJh2h,1,0.25
AsKsJd2d,1,0.25
AsKsJc2c,1,0.25
AhKhJd2d,1,0.25
AhKhJc2c,1,0.25
AhKhJs2s,1,0.25
AdKdJc2c,1,0.25
AdKdJs2s,1,0.25
AdKdJh2h,1,0.25
AcKcJs2s,1,0.25
AcKcJh2h,1,0.25
AcKcJd2d,1,0.25
AsKsJhJd,1,0.6
AsKsJhJc,1,0.6
AsKsJdJc,1,0.6
AhKhJdJc,1,0.6
AhKhJsJd,1,0.6
AhKhJsJc,1,0.6
AdKdJhJc,1,0.6
AdKdJsJc,1,0.6
AdKdJsJh,1,0.6
AcKcJsJh,1,0.6
AcKcJsJd,1,0.6
AcKcJhJd,1,0.6
AsKsJhTd,1,0.53
AsKsJhTc,1,0.53
AsKsJdTc,1,0.53
AsKsJdTh,1,0.53
AsKsJcTh,1,0.53
AsKsJcTd,1,0.53
AhKhJdTc,1,0.53
AhKhJdTs,1,0.53
AhKhJcTd,1,0.53
AhKhJcTs,1,0.53
AhKhJsTc,1,0.53
AhKhJsTd,1,0.53
AdKdJcTh,1,0.53
AdKdJcTs,1,0.53
AdKdJsTc,1,0.53
AdKdJsTh,1,0.53
AdKdJhTc,1,0.53
AdKdJhTs,1,0.53
AcKcJsTh,1,0.53
AcKcJsTd,1,0.53
AcKcJhTd,1,0.53
AcKcJhTs,1,0.53
AcKcJdTs,1,0.53
AcKcJdTh,1,0.53
AsKsJh9d,1,0.15
AsKsJh9c,1,0.15
AsKsJd9c,1,0.15
AsKsJd9h,1,0.15
AsKsJc9h,1,0.15
AsKsJc9d,1,0.15
AhKhJd9c,1,0.15
AhKhJd9s,1,0.15
AhKhJc9d,1,0.15
AhKhJc9s,1,0.15
AhKhJs9c,1,0.15
AhKhJs9d,1,0.15
AdKdJc9h,1,0.15
AdKdJc9s,1,0.15
AdKdJs9c,1,0.15
AdKdJs9h,1,0.15
AdKdJh9c,1,0.15
AdKdJh9s,1,0.15
AcKcJs9h,1,0.15
AcKcJs9d,1,0.15
AcKcJh9d,1,0.15
AcKcJh9s,1,0.15
AcKcJd9s,1,0.15
AcKcJd9h,1,0.15
AsKsJh8d,1,0.1
AsKsJh8c,1,0.1
AsKsJd8c,1,0.1
AsKsJd8h,1,0.1
AsKsJc8h,1,0.1
AsKsJc8d,1,0.1
AhKhJd8c,1,0.1
AhKhJd8s,1,0.1
AhKhJc8d,1,0.1
AhKhJc8s,1,0.1
AhKhJs8c,1,0.1
AhKhJs8d,1,0.1
AdKdJc8h,1,0.1
AdKdJc8s,1,0.1
AdKdJs8c,1,0.1
AdKdJs8h,1,0.1
AdKdJh8c,1,0.1
AdKdJh8s,1,0.1
AcKcJs8h,1,0.1
AcKcJs8d,1,0.1
AcKcJh8d,1,0.1
AcKcJh8s,1,0.1
AcKcJd8s,1,0.1
AcKcJd8h,1,0.1
AsKsJh7d,1,0.07
AsKsJh7c,1,0.07
AsKsJd7c,1,0.07
AsKsJd7h,1,0.07
AsKsJc7h,1,0.07
AsKsJc7d,1,0.07
AhKhJd7c,1,0.07
AhKhJd7s,1,0.07
AhKhJc7d,1,0.07
AhKhJc7s,1,0.07
AhKhJs7c,1,0.07
AhKhJs7d,1,0.07
AdKdJc7h,1,0.07
AdKdJc7s,1,0.07
AdKdJs7c,1,0.07
AdKdJs7h,1,0.07
AdKdJh7c,1,0.07
AdKdJh7s,1,0.07
AcKcJs7h,1,0.07
AcKcJs7d,1,0.07
AcKcJh7d,1,0.07
AcKcJh7s,1,0.07
AcKcJd7s,1,0.07
AcKcJd7h,1,0.07
AsKsJh6d,1,0.02
AsKsJh6c,1,0.02
AsKsJd6c,1,0.02
AsKsJd6h,1,0.02
AsKsJc6h,1,0.02
AsKsJc6d,1,0.02
AhKhJd6c,1,0.02
AhKhJd6s,1,0.02
AhKhJc6d,1,0.02
AhKhJc6s,1,0.02
AhKhJs6c,1,0.02
AhKhJs6d,1,0.02
AdKdJc6h,1,0.02
AdKdJc6s,1,0.02
AdKdJs6c,1,0.02
AdKdJs6h,1,0.02
AdKdJh6c,1,0.02
AdKdJh6s,1,0.02
AcKcJs6h,1,0.02
AcKcJs6d,1,0.02
AcKcJh6d,1,0.02
AcKcJh6s,1,0.02
AcKcJd6s,1,0.02
AcKcJd6h,1,0.02
AsKsJh5d,1,0.06
AsKsJh5c,1,0.06
AsKsJd5c,1,0.06
AsKsJd5h,1,0.06
AsKsJc5h,1,0.06
AsKsJc5d,1,0.06
AhKhJd5c,1,0.06
AhKhJd5s,1,0.06
AhKhJc5d,1,0.06
AhKhJc5s,1,0.06
AhKhJs5c,1,0.06
AhKhJs5d,1,0.06
AdKdJc5h,1,0.06
AdKdJc5s,1,0.06
AdKdJs5c,1,0.06
AdKdJs5h,1,0.06
AdKdJh5c,1,0.06
AdKdJh5s,1,0.06
AcKcJs5h,1,0.06
AcKcJs5d,1,0.06
AcKcJh5d,1,0.06
AcKcJh5s,1,0.06
AcKcJd5s,1,0.06
AcKcJd5h,1,0.06
AsKsJh4d,1,0.04
AsKsJh4c,1,0.04
AsKsJd4c,1,0.04
AsKsJd4h,1,0.04
AsKsJc4h,1,0.04
AsKsJc4d,1,0.04
AhKhJd4c,1,0.04
AhKhJd4s,1,0.04
AhKhJc4d,1,0.04
AhKhJc4s,1,0.04
AhKhJs4c,1,0.04
AhKhJs4d,1,0.04
AdKdJc4h,1,0.04
AdKdJc4s,1,0.04
AdKdJs4c,1,0.04
AdKdJs4h,1,0.04
AdKdJh4c,1,0.04
AdKdJh4s,1,0.04
AcKcJs4h,1,0.04
AcKcJs4d,1,0.04
AcKcJh4d,1,0.04
AcKcJh4s,1,0.04
AcKcJd4s,1,0.04
AcKcJd4h,1,0.04
AsKsJh3d,1,0.02
AsKsJh3c,1,0.02
AsKsJd3c,1,0.02
AsKsJd3h,1,0.02
AsKsJc3h,1,0.02
AsKsJc3d,1,0.02
AhKhJd3c,1,0.02
AhKhJd3s,1,0.02
AhKhJc3d,1,0.02
AhKhJc3s,1,0.02
AhKhJs3c,1,0.02
AhKhJs3d,1,0.02
AdKdJc3h,1,0.02
AdKdJc3s,1,0.02
AdKdJs3c,1,0.02
AdKdJs3h,1,0.02
AdKdJh3c,1,0.02
AdKdJh3s,1,0.02
AcKcJs3h,1,0.02
AcKcJs3d,1,0.02
AcKcJh3d,1,0.02
AcKcJh3s,1,0.02
AcKcJd3s,1,0.02
AcKcJd3h,1,0.02
AsKsTh9s,1,0.08
AsKsTd9s,1,0.08
AsKsTc9s,1,0.08
AhKhTd9h,1,0.08
AhKhTc9h,1,0.08
AhKhTs9h,1,0.08
AdKdTc9d,1,0.08
AdKdTs9d,1,0.08
AdKdTh9d,1,0.08
AcKcTs9c,1,0.08
AcKcTh9c,1,0.08
AcKcTd9c,1,0.08
AsKsTh8s,1,0.04
AsKsTd8s,1,0.04
AsKsTc8s,1,0.04
AhKhTd8h,1,0.04
AhKhTc8h,1,0.04
AhKhTs8h,1,0.04
AdKdTc8d,1,0.04
AdKdTs8d,1,0.04
AdKdTh8d,1,0.04
AcKcTs8c,1,0.04
AcKcTh8c,1,0.04
AcKcTd8c,1,0.04
AsKsTh7s,0.985,0
AsKsTd7s,0.985,0
AsKsTc7s,0.985,0
AhKhTd7h,0.985,0
AhKhTc7h,0.985,0
AhKhTs7h,0.985,0
AdKdTc7d,0.985,0
AdKdTs7d,0.985,0
AdKdTh7d,0.985,0
AcKcTs7c,0.985,0
AcKcTh7c,0.985,0
AcKcTd7c,0.985,0
AsKsTh9h,1,0.51
AsKsTd9d,1,0.51
AsKsTc9c,1,0.51
AhKhTd9d,1,0.51
AhKhTc9c,1,0.51
AhKhTs9s,1,0.51
AdKdTc9c,1,0.51
AdKdTs9s,1,0.51
AdKdTh9h,1,0.51
AcKcTs9s,1,0.51
AcKcTh9h,1,0.51
AcKcTd9d,1,0.51
AsKsTh8h,1,0.4
AsKsTd8d,1,0.4
AsKsTc8c,1,0.4
AhKhTd8d,1,0.4
AhKhTc8c,1,0.4
AhKhTs8s,1,0.4
AdKdTc8c,1,0.4
AdKdTs8s,1,0.4
AdKdTh8h,1,0.4
AcKcTs8s,1,0.4
AcKcTh8h,1,0.4
AcKcTd8d,1,0.4
AsKsTh7h,1,0.32
AsKsTd7d,1,0.32
AsKsTc7c,1,0.32
AhKhTd7d,1,0.32
AhKhTc7c,1,0.32
AhKhTs7s,1,0.32
AdKdTc7c,1,0.32
AdKdTs7s,1,0.32
AdKdTh7h,1,0.32
AcKcTs7s,1,0.32
AcKcTh7h,1,0.32
AcKcTd7d,1,0.32
AsKsTh6h,1,0.19
AsKsTd6d,1,0.19
AsKsTc6c,1,0.19
AhKhTd6d,1,0.19
AhKhTc6c,1,0.19
AhKhTs6s,1,0.19
AdKdTc6c,1,0.19
AdKdTs6s,1,0.19
AdKdTh6h,1,0.19
AcKcTs6s,1,0.19
AcKcTh6h,1,0.19
AcKcTd6d,1,0.19
AsKsTh5h,1,0.22
AsKsTd5d,1,0.22
AsKsTc5c,1,0.22
AhKhTd5d,1,0.22
AhKhTc5c,1,0.22
AhKhTs5s,1,0.22
AdKdTc5c,1,0.22
AdKdTs5s,1,0.22
AdKdTh5h,1,0.22
AcKcTs5s,1,0.22
AcKcTh5h,1,0.22
AcKcTd5d,1,0.22
AsKsTh4h,1,0.23
AsKsTd4d,1,0.23
AsKsTc4c,1,0.23
AhKhTd4d,1,0.23
AhKhTc4c,1,0.23
AhKhTs4s,1,0.23
AdKdTc4c,1,0.23
AdKdTs4s,1,0.23
AdKdTh4h,1,0.23
AcKcTs4s,1,0.23
AcKcTh4h,1,0.23
AcKcTd4d,1,0.23
AsKsTh3h,1,0.22
AsKsTd3d,1,0.22
AsKsTc3c,1,0.22
AhKhTd3d,1,0.22
AhKhTc3c,1,0.22
AhKhTs3s,1,0.22
AdKdTc3c,1,0.22
AdKdTs3s,1,0.22
AdKdTh3h,1,0.22
AcKcTs3s,1,0.22
AcKcTh3h,1,0.22
AcKcTd3d,1,0.22
AsKsTh2h,1,0.18
AsKsTd2d,1,0.18
AsKsTc2c,1,0.18
AhKhTd2d,1,0.18
AhKhTc2c,1,0.18
AhKhTs2s,1,0.18
AdKdTc2c,1,0.18
AdKdTs2s,1,0.18
AdKdTh2h,1,0.18
AcKcTs2s,1,0.18
AcKcTh2h,1,0.18
AcKcTd2d,1,0.18
AsKsThTd,1,0.46
AsKsThTc,1,0.46
AsKsTdTc,1,0.46
AhKhTdTc,1,0.46
AhKhTsTd,1,0.46
AhKhTsTc,1,0.46
AdKdThTc,1,0.46
AdKdTsTc,1,0.46
AdKdTsTh,1,0.46
AcKcTsTh,1,0.46
AcKcTsTd,1,0.46
AcKcThTd,1,0.46
AsKsTh9d,1,0.23
AsKsTh9c,1,0.23
AsKsTd9c,1,0.23
AsKsTd9h,1,0.23
AsKsTc9h,1,0.23
AsKsTc9d,1,0.23
AhKhTd9c,1,0.23
AhKhTd9s,1,0.23
AhKhTc9d,1,0.23
AhKhTc9s,1,0.23
AhKhTs9c,1,0.23
AhKhTs9d,1,0.23
AdKdTc9h,1,0.23
AdKdTc9s,1,0.23
AdKdTs9c,1,0.23
AdKdTs9h,1,0.23
AdKdTh9c,1,0.23
AdKdTh9s,1,0.23
AcKcTs9h,1,0.23
AcKcTs9d,1,0.23
AcKcTh9d,1,0.23
AcKcTh9s,1,0.23
AcKcTd9s,1,0.23
AcKcTd9h,1,0.23
AsKsTh8d,1,0.16
AsKsTh8c,1,0.16
AsKsTd8c,1,0.16
AsKsTd8h,1,0.16
AsKsTc8h,1,0.16
AsKsTc8d,1,0.16
AhKhTd8c,1,0.16
AhKhTd8s,1,0.16
AhKhTc8d,1,0.16
AhKhTc8s,1,0.16
AhKhTs8c,1,0.16
AhKhTs8d,1,0.16
AdKdTc8h,1,0.16
AdKdTc8s,1,0.16
AdKdTs8c,1,0.16
AdKdTs8h,1,0.16
AdKdTh8c,1,0.16
AdKdTh8s,1,0.16
AcKcTs8h,1,0.16
AcKcTs8d,1,0.16
AcKcTh8d,1,0.16
AcKcTh8s,1,0.16
AcKcTd8s,1,0.16
AcKcTd8h,1,0.16
AsKsTh7d,1,0.11
AsKsTh7c,1,0.11
AsKsTd7c,1,0.11
AsKsTd7h,1,0.11
AsKsTc7h,1,0.11
AsKsTc7d,1,0.11
AhKhTd7c,1,0.11
AhKhTd7s,1,0.11
AhKhTc7d,1,0.11
AhKhTc7s,1,0.11
AhKhTs7c,1,0.11
AhKhTs7d,1,0.11
AdKdTc7h,1,0.11
AdKdTc7s,1,0.11
AdKdTs7c,1,0.11
AdKdTs7h,1,0.11
AdKdTh7c,1,0.11
AdKdTh7s,1,0.11
AcKcTs7h,1,0.11
AcKcTs7d,1,0.11
AcKcTh7d,1,0.11
AcKcTh7s,1,0.11
AcKcTd7s,1,0.11
AcKcTd7h,1,0.11
AsKsTh6d,1,0.05
AsKsTh6c,1,0.05
AsKsTd6c,1,0.05
AsKsTd6h,1,0.05
AsKsTc6h,1,0.05
AsKsTc6d,1,0.05
AhKhTd6c,1,0.05
AhKhTd6s,1,0.05
AhKhTc6d,1,0.05
AhKhTc6s,1,0.05
AhKhTs6c,1,0.05
AhKhTs6d,1,0.05
AdKdTc6h,1,0.05
AdKdTc6s,1,0.05
AdKdTs6c,1,0.05
AdKdTs6h,1,0.05
AdKdTh6c,1,0.05
AdKdTh6s,1,0.05
AcKcTs6h,1,0.05
AcKcTs6d,1,0.05
AcKcTh6d,1,0.05
AcKcTh6s,1,0.05
AcKcTd6s,1,0.05
AcKcTd6h,1,0.05
AsKsTh5d,1,0.05
AsKsTh5c,1,0.05
AsKsTd5c,1,0.05
AsKsTd5h,1,0.05
AsKsTc5h,1,0.05
AsKsTc5d,1,0.05
AhKhTd5c,1,0.05
AhKhTd5s,1,0.05
AhKhTc5d,1,0.05
AhKhTc5s,1,0.05
AhKhTs5c,1,0.05
AhKhTs5d,1,0.05
AdKdTc5h,1,0.05
AdKdTc5s,1,0.05
AdKdTs5c,1,0.05
AdKdTs5h,1,0.05
AdKdTh5c,1,0.05
AdKdTh5s,1,0.05
AcKcTs5h,1,0.05
AcKcTs5d,1,0.05
AcKcTh5d,1,0.05
AcKcTh5s,1,0.05
AcKcTd5s,1,0.05
AcKcTd5h,1,0.05
AsKsTh4d,1,0.04
AsKsTh4c,1,0.04
AsKsTd4c,1,0.04
AsKsTd4h,1,0.04
AsKsTc4h,1,0.04
AsKsTc4d,1,0.04
AhKhTd4c,1,0.04
AhKhTd4s,1,0.04
AhKhTc4d,1,0.04
AhKhTc4s,1,0.04
AhKhTs4c,1,0.04
AhKhTs4d,1,0.04
AdKdTc4h,1,0.04
AdKdTc4s,1,0.04
AdKdTs4c,1,0.04
AdKdTs4h,1,0.04
AdKdTh4c,1,0.04
AdKdTh4s,1,0.04
AcKcTs4h,1,0.04
AcKcTs4d,1,0.04
AcKcTh4d,1,0.04
AcKcTh4s,1,0.04
AcKcTd4s,1,0.04
AcKcTd4h,1,0.04
AsKsTh3d,1,0.02
AsKsTh3c,1,0.02
AsKsTd3c,1,0.02
AsKsTd3h,1,0.02
AsKsTc3h,1,0.02
AsKsTc3d,1,0.02
AhKhTd3c,1,0.02
AhKhTd3s,1,0.02
AhKhTc3d,1,0.02
AhKhTc3s,1,0.02
AhKhTs3c,1,0.02
AhKhTs3d,1,0.02
AdKdTc3h,1,0.02
AdKdTc3s,1,0.02
AdKdTs3c,1,0.02
AdKdTs3h,1,0.02
AdKdTh3c,1,0.02
AdKdTh3s,1,0.02
AcKcTs3h,1,0.02
AcKcTs3d,1,0.02
AcKcTh3d,1,0.02
AcKcTh3s,1,0.02
AcKcTd3s,1,0.02
AcKcTd3h,1,0.02
AsKs9h8h,1,0.19
AsKs9d8d,1,0.19
AsKs9c8c,1,0.19
AhKh9d8d,1,0.19
AhKh9c8c,1,0.19
AhKh9s8s,1,0.19
AdKd9c8c,1,0.19
AdKd9s8s,1,0.19
AdKd9h8h,1,0.19
AcKc9s8s,1,0.19
AcKc9h8h,1,0.19
AcKc9d8d,1,0.19
AsKs9h7h,1,0.12
AsKs9d7d,1,0.12
AsKs9c7c,1,0.12
AhKh9d7d,1,0.12
AhKh9c7c,1,0.12
AhKh9s7s,1,0.12
AdKd9c7c,1,0.12
AdKd9s7s,1,0.12
AdKd9h7h,1,0.12
AcKc9s7s,1,0.12
AcKc9h7h,1,0.12
AcKc9d7d,1,0.12
AsKs9h6h,1,0.05
AsKs9d6d,1,0.05
AsKs9c6c,1,0.05
AhKh9d6d,1,0.05
AhKh9c6c,1,0.05
AhKh9s6s,1,0.05
AdKd9c6c,1,0.05
AdKd9s6s,1,0.05
AdKd9h6h,1,0.05
AcKc9s6s,1,0.05
AcKc9h6h,1,0.05
AcKc9d6d,1,0.05
AsKs9h5h,1,0.02
AsKs9d5d,1,0.02
AsKs9c5c,1,0.02
AhKh9d5d,1,0.02
AhKh9c5c,1,0.02
AhKh9s5s,1,0.02
AdKd9c5c,1,0.02
AdKd9s5s,1,0.02
AdKd9h5h,1,0.02
AcKc9s5s,1,0.02
AcKc9h5h,1,0.02
AcKc9d5d,1,0.02
AsKs9h9d,1,0.15
AsKs9h9c,1,0.15
AsKs9d9c,1,0.15
AhKh9d9c,1,0.15
AhKh9s9d,1,0.15
AhKh9s9c,1,0.15
AdKd9h9c,1,0.15
AdKd9s9c,1,0.15
AdKd9s9h,1,0.15
AcKc9s9h,1,0.15
AcKc9s9d,1,0.15
AcKc9h9d,1,0.15
AsKs9h8d,1,0.04
AsKs9h8c,1,0.04
AsKs9d8c,1,0.04
AsKs9d8h,1,0.04
AsKs9c8h,1,0.04
AsKs9c8d,1,0.04
AhKh9d8c,1,0.04
AhKh9d8s,1,0.04
AhKh9c8d,1,0.04
AhKh9c8s,1,0.04
AhKh9s8c,1,0.04
AhKh9s8d,1,0.04
AdKd9c8h,1,0.04
AdKd9c8s,1,0.04
AdKd9s8c,1,0.04
AdKd9s8h,1,0.04
AdKd9h8c,1,0.04
AdKd9h8s,1,0.04
AcKc9s8h,1,0.04
AcKc9s8d,1,0.04
AcKc9h8d,1,0.04
AcKc9h8s,1,0.04
AcKc9d8s,1,0.04
AcKc9d8h,1,0.04
AsKs9h7d,1,0.01
AsKs9h7c,1,0.01
AsKs9d7c,1,0.01
AsKs9d7h,1,0.01
AsKs9c7h,1,0.01
AsKs9c7d,1,0.01
AhKh9d7c,1,0.01
AhKh9d7s,1,0.01
AhKh9c7d,1,0.01
AhKh9c7s,1,0.01
AhKh9s7c,1,0.01
AhKh9s7d,1,0.01
AdKd9c7h,1,0.01
AdKd9c7s,1,0.01
AdKd9s7c,1,0.01
AdKd9s7h,1,0.01
AdKd9h7c,1,0.01
AdKd9h7s,1,0.01
AcKc9s7h,1,0.01
AcKc9s7d,1,0.01
AcKc9h7d,1,0.01
AcKc9h7s,1,0.01
AcKc9d7s,1,0.01
AcKc9d7h,1,0.01
AsKs8h7h,1,0.23
AsKs8d7d,1,0.23
